Experiment;Citation;Cit;Compiler;Device;Container;Exp_Type;Lab;Comments;Duration_hrs;P_kbar;T_C;fo2_buffer;delta_buffer;melt_fraction;ol;opx;cpx;plag;amph;mag;sp;ilm;bt;ksp;gt;qz;phase_sum;assemblage;SiO2_start;TiO2_start;Cr2O3_start;Al2O3_start;FeO_start;Fe2O3_start;O_start;MgO_start;CaO_start;Na2O_start;K2O_start;H2O_start;xH2O_in;H2O_method;CO2_start;start_density_calculated;start_density_unc;SiO2_liquid;TiO2_liquid;Al2O3_liquid;FeO_liquid;MgO_liquid;CaO_liquid;Na2O_liquid;K2O_liquid;H2O_liquid;liq_density_calculated;liq_density_unc;sol_density
148;Takagi, D., Sato, H., and Nakagawa, N. (2005) Experimental study of a low-alkali tholeiite at 1-5kbar:optimal condition for the crystalization of high-An plagioclase in hydrous arc tholeiite. Contrib Mineral Petrol 149 527-540. DOI: 10.1007/s00410-005-0666-7;Takagi2005;LC;IHPV;AgPd;EQ;Kobe University;Reporting 27h duration as sufficient to obtain equilibrium based on An87 composition in early stages of different runs;25.50000;1.000;1100.000;nno;1.300;80.000;4.000;0.000;0.000;13.000;0.000;3.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;ol plag mag;52.000;0.740;0.000;17.450;10.940;0.000;0.000;6.500;9.720;2.180;0.210;2.800;0.000;tabulated;0.000;2543.517925;55.39372816;54.990;0.760;16.080;8.050;5.400;9.000;2.290;0.300;2.900;2459.979285;52.25697964;0.000
149;Takagi, D., Sato, H., and Nakagawa, N. (2005) Experimental study of a low-alkali tholeiite at 1-5kbar:optimal condition for the crystalization of high-An plagioclase in hydrous arc tholeiite. Contrib Mineral Petrol 149 527-540. DOI: 10.1007/s00410-005-0666-7;Takagi2005;LC;IHPV;AgPd;EQ;Kobe University;Reporting 27h duration as sufficient to obtain equilibrium based on An87 composition in early stages of different runs;25.50000;1.000;1100.000;nno;1.800;88.000;3.000;0.000;0.000;6.000;0.000;3.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;ol plag mag;52.000;0.740;0.000;17.450;10.940;0.000;0.000;6.500;9.720;2.180;0.210;5.100;0.000;tabulated;0.000;2420.472539;65.90156029;53.840;0.680;16.700;7.450;5.600;9.340;2.210;0.270;3.700;2417.373225;57.13970554;0.000
103;Takagi, D., Sato, H., and Nakagawa, N. (2005) Experimental study of a low-alkali tholeiite at 1-5kbar:optimal condition for the crystalization of high-An plagioclase in hydrous arc tholeiite. Contrib Mineral Petrol 149 527-540. DOI: 10.1007/s00410-005-0666-7;Takagi2005;LC;IHPV;AgPd;EQ;Kobe University;Reporting 27h duration as sufficient to obtain equilibrium based on An87 composition in early stages of different runs;21.00000;2.000;1150.000;nno;0.000;96.000;0.000;0.000;0.000;4.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;plag;52.000;0.740;0.000;17.450;10.940;0.000;0.000;6.500;9.720;2.180;0.210;1.000;0.000;tabulated;0.000;2658.623896;46.48727123;52.670;0.710;16.410;9.820;6.460;9.440;2.300;0.260;1.800;2573.066063;49.96911513;0.000
107;Takagi, D., Sato, H., and Nakagawa, N. (2005) Experimental study of a low-alkali tholeiite at 1-5kbar:optimal condition for the crystalization of high-An plagioclase in hydrous arc tholeiite. Contrib Mineral Petrol 149 527-540. DOI: 10.1007/s00410-005-0666-7;Takagi2005;LC;IHPV;AgPd;EQ;Kobe University;Reporting 27h duration as sufficient to obtain equilibrium based on An87 composition in early stages of different runs;21.00000;2.000;1150.000;nno;0.000;100.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;plag;52.000;0.740;0.000;17.450;10.940;0.000;0.000;6.500;9.720;2.180;0.210;1.500;0.000;tabulated;0.000;2626.327701;49.22230563;52.700;0.700;17.020;9.370;6.270;9.710;2.220;0.250;1.600;2581.023861;48.75833642;0.000
66;Takagi, D., Sato, H., and Nakagawa, N. (2005) Experimental study of a low-alkali tholeiite at 1-5kbar:optimal condition for the crystalization of high-An plagioclase in hydrous arc tholeiite. Contrib Mineral Petrol 149 527-540. DOI: 10.1007/s00410-005-0666-7;Takagi2005;LC;IHPV;AgPd;EQ;Kobe University;Reporting 27h duration as sufficient to obtain equilibrium based on An87 composition in early stages of different runs;22.00000;2.000;1100.000;nno;0.000;98.000;0.000;0.000;0.000;2.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;plag;53.090;0.770;0.000;16.880;10.430;0.000;0.000;6.530;9.610;2.220;0.220;7.806;0.000;tabulated;0.000;2303.030281;75.90854994;52.300;0.740;16.310;8.510;6.380;9.100;2.130;0.260;4.100;2434.538203;60.75809512;0.000
109;Takagi, D., Sato, H., and Nakagawa, N. (2005) Experimental study of a low-alkali tholeiite at 1-5kbar:optimal condition for the crystalization of high-An plagioclase in hydrous arc tholeiite. Contrib Mineral Petrol 149 527-540. DOI: 10.1007/s00410-005-0666-7;Takagi2005;LC;IHPV;AgPd;EQ;Kobe University;Reporting 27h duration as sufficient to obtain equilibrium based on An87 composition in early stages of different runs;27.00000;2.000;1100.000;nno;1.300;94.000;1.000;0.000;0.000;3.000;0.000;2.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;ol plag mag;52.000;0.740;0.000;17.450;10.940;0.000;0.000;6.500;9.720;2.180;0.210;2.900;0.000;tabulated;0.000;2554.363949;55.93287252;51.990;0.700;16.360;8.660;6.170;9.220;2.040;0.230;4.500;2415.721497;62.59380322;0.000
116;Takagi, D., Sato, H., and Nakagawa, N. (2005) Experimental study of a low-alkali tholeiite at 1-5kbar:optimal condition for the crystalization of high-An plagioclase in hydrous arc tholeiite. Contrib Mineral Petrol 149 527-540. DOI: 10.1007/s00410-005-0666-7;Takagi2005;LC;IHPV;AgPd;EQ;Kobe University;Reporting 27h duration as sufficient to obtain equilibrium based on An87 composition in early stages of different runs;35.00000;2.000;1050.000;nno;1.600;93.000;3.000;0.000;0.000;2.000;0.000;2.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;ol plag mag;52.000;0.740;0.000;17.450;10.940;0.000;0.000;6.500;9.720;2.180;0.210;3.900;0.000;tabulated;0.000;2513.17756;60.08769643;51.390;0.650;16.610;7.700;5.290;9.340;1.990;0.230;6.700;2306.538503;70.63356879;0.000
64;Takagi, D., Sato, H., and Nakagawa, N. (2005) Experimental study of a low-alkali tholeiite at 1-5kbar:optimal condition for the crystalization of high-An plagioclase in hydrous arc tholeiite. Contrib Mineral Petrol 149 527-540. DOI: 10.1007/s00410-005-0666-7;Takagi2005;LC;IHPV;AgPd;EQ;Kobe University;Reporting 27h duration as sufficient to obtain equilibrium based on An87 composition in early stages of different runs;32.00000;2.000;1030.000;nno;0.900;67.000;4.000;2.000;6.000;16.000;0.000;5.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;ol opx cpx plag mag;53.090;0.770;0.000;16.880;10.430;0.000;0.000;6.530;9.610;2.220;0.220;4.300;0.000;tabulated;0.000;2485.862183;61.09836776;57.070;0.740;16.440;6.390;4.180;8.160;1.980;0.320;4.500;2369.001378;56.05289557;0.000
P4;Takagi, D., Sato, H., and Nakagawa, N. (2005) Experimental study of a low-alkali tholeiite at 1-5kbar:optimal condition for the crystalization of high-An plagioclase in hydrous arc tholeiite. Contrib Mineral Petrol 149 527-540. DOI: 10.1007/s00410-005-0666-7;Takagi2005;LC;PC;AuPd;EQ;Kobe University;Reporting 27h duration as sufficient to obtain equilibrium based on An87 composition in early stages of different runs;25.00000;5.000;1250.000;nno;0.000;91.000;0.000;0.000;0.000;9.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;plag;52.000;0.740;0.000;17.450;10.940;0.000;0.000;6.500;9.720;2.180;0.210;0.000;0.000;tabulated;0.000;2755.185604;41.79728057;52.950;0.740;15.850;10.090;6.960;9.260;2.130;0.260;1.600;2617.566106;50.62663158;0.000
P15;Takagi, D., Sato, H., and Nakagawa, N. (2005) Experimental study of a low-alkali tholeiite at 1-5kbar:optimal condition for the crystalization of high-An plagioclase in hydrous arc tholeiite. Contrib Mineral Petrol 149 527-540. DOI: 10.1007/s00410-005-0666-7;Takagi2005;LC;PC;AuPd;EQ;Kobe University;Reporting 27h duration as sufficient to obtain equilibrium based on An87 composition in early stages of different runs;30.00000;5.000;1180.000;nno;0.000;75.000;0.000;5.000;0.000;17.000;0.000;3.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;opx plag mag;52.000;0.740;0.000;17.450;10.940;0.000;0.000;6.500;9.720;2.180;0.210;1.600;0.000;tabulated;0.000;2662.434843;50.31265968;54.700;0.790;15.230;8.410;6.180;9.270;2.140;0.280;2.800;2525.838572;54.24286005;0.000
P9;Takagi, D., Sato, H., and Nakagawa, N. (2005) Experimental study of a low-alkali tholeiite at 1-5kbar:optimal condition for the crystalization of high-An plagioclase in hydrous arc tholeiite. Contrib Mineral Petrol 149 527-540. DOI: 10.1007/s00410-005-0666-7;Takagi2005;LC;PC;AuPd;EQ;Kobe University;Reporting 27h duration as sufficient to obtain equilibrium based on An87 composition in early stages of different runs;29.50000;5.000;1150.000;nno;0.000;85.000;0.000;2.000;0.000;8.000;0.000;5.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;opx plag mag;52.000;0.740;0.000;17.450;10.940;0.000;0.000;6.500;9.720;2.180;0.210;3.000;0.000;tabulated;0.000;2586.310698;57.04736599;54.430;0.720;16.150;6.590;6.110;9.580;2.210;0.270;3.700;2463.546345;58.32666434;0.000
P16;Takagi, D., Sato, H., and Nakagawa, N. (2005) Experimental study of a low-alkali tholeiite at 1-5kbar:optimal condition for the crystalization of high-An plagioclase in hydrous arc tholeiite. Contrib Mineral Petrol 149 527-540. DOI: 10.1007/s00410-005-0666-7;Takagi2005;LC;PC;AuPd;EQ;Kobe University;Reporting 27h duration as sufficient to obtain equilibrium based on An87 composition in early stages of different runs;39.00000;5.000;1100.000;nno;0.000;85.000;0.000;3.000;0.000;8.000;0.000;5.000;0.000;0.000;0.000;0.000;0.000;0.000;101.000;opx plag mag;52.000;0.740;0.000;17.450;10.940;0.000;0.000;6.500;9.720;2.180;0.210;3.100;0.000;tabulated;0.000;2594.248989;57.02625203;54.650;0.670;16.410;6.840;5.960;9.450;2.280;0.260;3.300;2498.158491;55.50021461;0.000
SV11;Villiger, S., Ulmer, P., Muentener, O., and Thompson, A.B. (2004) The liquid line of descent of anhydrous, mantle-derived, tholeiitic liquids by fractional and equilibrium crystallization - an experimental study at 1.0 GPa. Journal of Geology 45 2369-2388. DOI: 10.1093/petrology/egh042;Villiger2004;LC;PC;C;EQ;ETH Zürich, Universite de Neuchatel;Nothing;6.30000;10.000;1270.000;cco;0.000;97.500;2.100;0.000;0.000;0.000;0.000;0.000;0.400;0.000;0.000;0.000;0.000;0.000;100.000;ol sp;49.100;0.600;0.360;15.170;7.540;0.000;0.000;13.100;12.270;1.580;0.080;0.000;0.000;anhydrous;0.000;2844.163911;57.80401288;48.980;0.550;14.670;6.870;12.290;12.360;1.650;0.080;0.000;2824.927076;56.40297787;0.000
SV13;Villiger, S., Ulmer, P., Muentener, O., and Thompson, A.B. (2004) The liquid line of descent of anhydrous, mantle-derived, tholeiitic liquids by fractional and equilibrium crystallization - an experimental study at 1.0 GPa. Journal of Geology 45 2369-2388. DOI: 10.1093/petrology/egh043;Villiger2004;LC;PC;C;EQ;ETH Zürich, Universite de Neuchatel;Nothing;6.00000;10.000;1240.000;cco;0.000;94.100;4.200;0.000;1.200;0.000;0.000;0.000;0.500;0.000;0.000;0.000;0.000;0.000;100.000;ol cpx sp;49.100;0.600;0.360;15.170;7.540;0.000;0.000;13.100;12.270;1.580;0.080;0.000;0.000;anhydrous;0.000;2851.300293;57.5681193;48.170;0.670;15.910;7.130;11.330;12.670;1.660;0.080;0.000;2837.682109;55.01687954;0.000
SV15;Villiger, S., Ulmer, P., Muentener, O., and Thompson, A.B. (2004) The liquid line of descent of anhydrous, mantle-derived, tholeiitic liquids by fractional and equilibrium crystallization - an experimental study at 1.0 GPa. Journal of Geology 45 2369-2388. DOI: 10.1093/petrology/egh044;Villiger2004;LC;PC;C;EQ;ETH Zürich, Universite de Neuchatel;Nothing;6.20000;10.000;1210.000;cco;0.000;72.600;0.000;6.300;20.600;0.000;0.000;0.000;0.500;0.000;0.000;0.000;0.000;0.000;100.000;opx cpx sp;49.100;0.600;0.360;15.170;7.540;0.000;0.000;13.100;12.270;1.580;0.080;0.000;0.000;anhydrous;0.000;2858.472578;57.33103896;47.150;0.650;17.760;7.590;9.790;11.480;2.050;0.090;0.000;2843.277005;51.39732345;0.000
SV27;Villiger, S., Ulmer, P., Muentener, O., and Thompson, A.B. (2004) The liquid line of descent of anhydrous, mantle-derived, tholeiitic liquids by fractional and equilibrium crystallization - an experimental study at 1.0 GPa. Journal of Geology 45 2369-2388. DOI: 10.1093/petrology/egh045;Villiger2004;LC;PC;C;EQ;ETH Zürich, Universite de Neuchatel;Nothing;88.20000;10.000;1180.000;cco;0.000;58.500;0.000;5.600;33.300;0.000;0.000;0.000;2.600;0.000;0.000;0.000;0.000;0.000;100.000;opx cpx sp;49.070;0.600;0.360;15.280;7.500;0.000;0.000;13.040;12.310;1.570;0.080;0.000;0.000;anhydrous;0.000;2865.241717;57.02745838;49.810;0.720;18.530;7.300;8.540;10.730;2.180;0.120;0.000;2819.094462;47.06440331;0.000
SV28;Villiger, S., Ulmer, P., Muentener, O., and Thompson, A.B. (2004) The liquid line of descent of anhydrous, mantle-derived, tholeiitic liquids by fractional and equilibrium crystallization - an experimental study at 1.0 GPa. Journal of Geology 45 2369-2388. DOI: 10.1093/petrology/egh046;Villiger2004;LC;PC;C;EQ;ETH Zürich, Universite de Neuchatel;Nothing;89.00000;10.000;1150.000;cco;0.000;52.700;0.000;9.500;35.300;0.000;0.000;0.000;2.600;0.000;0.000;0.000;0.000;0.000;100.100;opx cpx sp;49.070;0.600;0.360;15.280;7.500;0.000;0.000;13.040;12.310;1.570;0.080;0.000;0.000;anhydrous;0.000;2872.477264;56.78853134;49.770;0.780;19.360;7.130;7.380;10.310;2.550;0.150;0.000;2813.826363;44.39740563;0.000
SV25;Villiger, S., Ulmer, P., Muentener, O., and Thompson, A.B. (2004) The liquid line of descent of anhydrous, mantle-derived, tholeiitic liquids by fractional and equilibrium crystallization - an experimental study at 1.0 GPa. Journal of Geology 45 2369-2388. DOI: 10.1093/petrology/egh047;Villiger2004;LC;PC;C;EQ;ETH Zürich, Universite de Neuchatel;Nothing;114.40000;10.000;1120.000;cco;0.000;42.800;0.000;11.400;40.700;1.300;3.800;0.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;opx cpx plag sp;49.070;0.600;0.360;15.280;7.500;0.000;0.000;13.040;12.310;1.570;0.080;0.000;0.000;anhydrous;0.000;2879.749446;56.54839454;50.190;0.760;18.880;7.170;5.960;9.350;2.890;0.170;0.000;2803.583078;40.73215996;0.000
SV24;Villiger, S., Ulmer, P., Muentener, O., and Thompson, A.B. (2004) The liquid line of descent of anhydrous, mantle-derived, tholeiitic liquids by fractional and equilibrium crystallization - an experimental study at 1.0 GPa. Journal of Geology 45 2369-2388. DOI: 10.1093/petrology/egh048;Villiger2004;LC;PC;C;EQ;ETH Zürich, Universite de Neuchatel;Nothing;95.40000;10.000;1090.000;cco;0.000;31.100;0.000;15.500;42.500;7.700;0.000;3.200;0.000;0.000;0.000;0.000;0.000;0.000;100.000;opx cpx plag sp;49.070;0.600;0.360;15.280;7.500;0.000;0.000;13.040;12.310;1.570;0.080;0.000;0.000;anhydrous;0.000;2887.058543;56.30703875;51.740;0.810;19.450;7.020;5.100;8.720;3.130;0.190;0.000;2789.260225;37.91709744;0.000
SV44;Villiger, S., Ulmer, P., Muentener, O., and Thompson, A.B. (2004) The liquid line of descent of anhydrous, mantle-derived, tholeiitic liquids by fractional and equilibrium crystallization - an experimental study at 1.0 GPa. Journal of Geology 45 2369-2388. DOI: 10.1093/petrology/egh049;Villiger2004;LC;PC;C;FC;ETH Zürich, Universite de Neuchatel;Nothing;12.00000;10.000;1300.000;cco;0.000;98.100;1.900;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;ol;48.670;0.570;0.340;14.550;7.560;0.000;0.000;14.810;11.730;1.500;0.080;0.000;0.000;anhydrous;0.000;2845.528679;60.87388818;48.440;0.570;13.940;6.610;13.640;11.380;1.540;0.080;0.000;2820.446024;58.64231643;0.000
SV49;Villiger, S., Ulmer, P., Muentener, O., and Thompson, A.B. (2004) The liquid line of descent of anhydrous, mantle-derived, tholeiitic liquids by fractional and equilibrium crystallization - an experimental study at 1.0 GPa. Journal of Geology 45 2369-2388. DOI: 10.1093/petrology/egh050;Villiger2004;LC;PC;C;FC;ETH Zürich, Universite de Neuchatel;Nothing;13.30000;10.000;1270.000;cco;0.000;90.100;5.900;1.200;2.000;0.000;0.000;0.000;0.800;0.000;0.000;0.000;0.000;0.000;100.000;ol opx cpx sp;49.780;0.590;0.360;14.320;7.430;0.000;0.000;14.020;11.690;1.580;0.080;0.000;0.000;anhydrous;0.000;2840.165315;58.6604932;48.730;0.570;14.260;6.570;11.950;11.870;1.760;0.100;0.000;2817.896937;55.58814955;0.000
SV53;Villiger, S., Ulmer, P., Muentener, O., and Thompson, A.B. (2004) The liquid line of descent of anhydrous, mantle-derived, tholeiitic liquids by fractional and equilibrium crystallization - an experimental study at 1.0 GPa. Journal of Geology 45 2369-2388. DOI: 10.1093/petrology/egh051;Villiger2004;LC;PC;C;FC;ETH Zürich, Universite de Neuchatel;Nothing;15.20000;10.000;1240.000;cco;0.000;75.100;0.000;3.000;21.900;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;opx cpx;50.470;0.600;0.250;14.780;7.250;0.000;0.000;12.380;12.300;1.730;0.090;0.000;0.000;anhydrous;0.000;2834.778564;55.65142986;50.640;0.710;16.730;7.660;8.720;11.130;2.300;0.140;0.000;2808.215807;47.81991282;0.000
SV54;Villiger, S., Ulmer, P., Muentener, O., and Thompson, A.B. (2004) The liquid line of descent of anhydrous, mantle-derived, tholeiitic liquids by fractional and equilibrium crystallization - an experimental study at 1.0 GPa. Journal of Geology 45 2369-2388. DOI: 10.1093/petrology/egh052;Villiger2004;LC;PC;C;FC;ETH Zürich, Universite de Neuchatel;Nothing;16.70000;10.000;1210.000;cco;0.000;68.300;0.000;2.500;18.600;9.000;0.000;0.000;1.600;0.000;0.000;0.000;0.000;0.000;100.000;opx cpx plag sp;51.560;0.720;0.040;17.030;7.800;0.000;0.000;8.880;11.330;2.340;0.150;0.000;0.000;anhydrous;0.000;2820.31881;47.85409933;51.640;0.880;17.270;8.400;6.880;10.260;2.820;0.200;0.000;2803.985761;43.16032325;0.000
SV57;Villiger, S., Ulmer, P., Muentener, O., and Thompson, A.B. (2004) The liquid line of descent of anhydrous, mantle-derived, tholeiitic liquids by fractional and equilibrium crystallization - an experimental study at 1.0 GPa. Journal of Geology 45 2369-2388. DOI: 10.1093/petrology/egh053;Villiger2004;LC;PC;C;FC;ETH Zürich, Universite de Neuchatel;Nothing;24.00000;10.000;1180.000;cco;0.000;80.500;0.000;0.000;12.500;6.200;0.000;0.000;0.800;0.000;0.000;0.000;0.000;0.000;100.000;cpx plag sp;52.430;0.890;0.010;17.540;8.530;0.000;0.000;6.990;10.420;2.860;0.200;0.000;0.000;anhydrous;0.000;2817.224115;43.23495004;52.240;0.910;17.570;8.200;5.900;9.340;3.260;0.260;0.000;2792.565731;40.1515781;0.000
SV58;Villiger, S., Ulmer, P., Muentener, O., and Thompson, A.B. (2004) The liquid line of descent of anhydrous, mantle-derived, tholeiitic liquids by fractional and equilibrium crystallization - an experimental study at 1.0 GPa. Journal of Geology 45 2369-2388. DOI: 10.1093/petrology/egh054;Villiger2004;LC;PC;C;FC;ETH Zürich, Universite de Neuchatel;Nothing;26.00000;10.000;1150.000;cco;0.000;48.100;0.000;0.000;24.100;24.300;0.000;0.000;3.500;0.000;0.000;0.000;0.000;0.000;100.000;cpx plag sp;53.070;0.930;0.020;17.850;8.940;0.000;0.000;5.990;9.490;3.310;0.260;0.000;0.000;anhydrous;0.000;2814.444792;40.26831258;55.870;1.340;16.020;9.730;3.740;7.140;3.850;0.540;0.000;2774.58627;33.0860473;0.000
SV61;Villiger, S., Ulmer, P., Muentener, O., and Thompson, A.B. (2004) The liquid line of descent of anhydrous, mantle-derived, tholeiitic liquids by fractional and equilibrium crystallization - an experimental study at 1.0 GPa. Journal of Geology 45 2369-2388. DOI: 10.1093/petrology/egh055;Villiger2004;LC;PC;C;FC;ETH Zürich, Universite de Neuchatel;Nothing;84.80000;10.000;1120.000;cco;0.000;49.600;0.000;0.000;21.200;24.100;0.000;0.000;5.100;0.000;0.000;0.000;0.000;0.000;100.000;cpx plag sp;56.770;1.370;0.010;16.280;9.890;0.000;0.000;3.810;7.260;3.920;0.550;0.000;0.000;anhydrous;0.000;2788.630867;33.1903398;60.660;1.910;13.810;8.700;1.630;5.030;4.090;0.850;0.000;2716.402407;25.81140244;0.000
SV63;Villiger, S., Ulmer, P., Muentener, O., and Thompson, A.B. (2004) The liquid line of descent of anhydrous, mantle-derived, tholeiitic liquids by fractional and equilibrium crystallization - an experimental study at 1.0 GPa. Journal of Geology 45 2369-2388. DOI: 10.1093/petrology/egh056;Villiger2004;LC;PC;C;FC;ETH Zürich, Universite de Neuchatel;Nothing;169.50000;10.000;1090.000;cco;0.000;78.000;0.000;0.000;6.300;12.200;0.000;0.000;1.300;0.500;0.000;0.000;0.000;1.700;100.000;cpx plag sp ilm qz;62.640;1.970;0.020;14.270;8.990;0.000;0.000;1.680;5.200;4.220;0.870;0.000;0.000;anhydrous;0.000;2726.381862;25.84839723;63.060;2.010;13.140;8.130;1.190;4.400;4.160;1.090;0.000;2693.926319;23.75683755;0.000
SV64;Villiger, S., Ulmer, P., Muentener, O., and Thompson, A.B. (2004) The liquid line of descent of anhydrous, mantle-derived, tholeiitic liquids by fractional and equilibrium crystallization - an experimental study at 1.0 GPa. Journal of Geology 45 2369-2388. DOI: 10.1093/petrology/egh057;Villiger2004;LC;PC;C;FC;ETH Zürich, Universite de Neuchatel;Nothing;185.20000;10.000;1060.000;cco;0.000;52.200;0.000;0.000;10.300;26.800;0.000;0.000;0.000;2.400;0.000;0.000;0.000;5.300;97.000;cpx plag ox qz;64.800;2.060;0.010;13.500;8.350;0.000;0.000;1.220;4.520;4.280;1.120;0.000;0.000;anhydrous;0.000;2703.746381;23.77912328;65.720;1.320;12.270;7.530;0.580;3.320;4.130;2.150;0.000;2661.271445;20.95900859;0.000
